"Date","Type","Category","Amount","Description","Source","Person_in_Charge","Voucher_Code"
"2026-02-21","income","Sales","105.44","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-02-22","income","Sales","86.44","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-02-23","income","Sales","110.55","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-02-24","income","Sales","114.62","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-02-25","income","Sales","99.80","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-02-26","income","Sales","114.73","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-02-27","income","Sales","106.88","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-02-28","income","Sales","95.48","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-03-01","income","Sales","84.27","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-03-02","income","Sales","104.51","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-03-03","income","Sales","104.68","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-03-04","income","Sales","94.60","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-03-05","income","Sales","101.47","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-03-06","income","Sales","101.30","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-03-07","income","Sales","98.60","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-03-08","income","Sales","89.65","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-03-09","income","Sales","101.23","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-03-10","income","Sales","92.85","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-03-11","income","Sales","81.34","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-03-12","income","Sales","84.79","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-03-13","income","Sales","119.95","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-03-14","income","Sales","95.48","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-03-15","income","Sales","89.68","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-03-16","income","Sales","96.23","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-03-17","income","Sales","86.36","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-03-18","income","Sales","108.89","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-03-19","income","Sales","110.82","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-03-20","income","Sales","87.26","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-03-21","income","Sales","96.76","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-03-22","income","Sales","108.55","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-03-23","income","Sales","111.96","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-03-24","income","Sales","117.32","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-03-25","income","Sales","85.84","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-03-26","income","Sales","104.06","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-03-27","income","Sales","116.57","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-03-28","income","Sales","119.13","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-03-29","income","Sales","110.10","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-03-30","income","Sales","96.31","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-03-31","income","Sales","81.43","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-04-01","income","Sales","119.04","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-04-02","income","Sales","113.91","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-04-03","income","Sales","99.44","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-04-04","income","Sales","107.89","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-04-05","income","Sales","105.31","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-04-06","income","Sales","105.12","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-04-07","income","Sales","83.22","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-04-08","income","Sales","87.46","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-04-09","income","Sales","82.68","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-04-10","income","Sales","87.58","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-04-11","income","Sales","100.71","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-04-12","income","Sales","98.21","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-04-13","income","Sales","112.69","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-04-14","income","Sales","95.15","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-04-15","income","Sales","92.33","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-04-16","income","Sales","80.23","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-04-17","income","Sales","101.35","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-04-18","income","Sales","94.77","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-04-19","income","Sales","114.10","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-04-20","income","Sales","87.72","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-04-21","income","Sales","115.15","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-04-22","income","Sales","94.30","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-04-23","income","Sales","104.07","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-04-24","income","Sales","100.04","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-04-25","income","Sales","94.05","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-04-26","income","Sales","85.65","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-04-27","income","Sales","83.57","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-04-28","income","Sales","87.38","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-04-29","income","Sales","95.82","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-04-30","income","Sales","93.16","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-05-01","income","Sales","102.55","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-05-02","income","Sales","85.48","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-05-03","income","Sales","103.73","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-05-04","income","Sales","84.24","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-05-05","income","Sales","93.34","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-05-06","income","Sales","86.72","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-05-07","income","Sales","99.93","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-05-08","income","Sales","104.79","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-05-09","income","Sales","113.33","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-05-10","income","Sales","96.55","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-05-11","income","Sales","108.98","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-05-12","income","Sales","109.74","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-05-13","income","Sales","109.65","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-05-14","income","Sales","81.58","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-05-15","income","Sales","82.85","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-05-15","income","Sales","35.00","Grab Food customer redemption RCP-GRB01","Grab Food platform","Ali","GRAB_VOUCH_99"
"2026-05-15","income","Sales","35.00","Grab Food customer redemption RCP-GRB02","Grab Food platform","Ali","GRAB_VOUCH_99"
"2026-05-16","income","Sales","91.05","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-05-17","income","Sales","117.75","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-05-18","income","Sales","94.12","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-05-19","income","Sales","118.06","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-05-20","income","Sales","116.34","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-05-21","income","Sales","118.14","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-05-22","income","Sales","94.31","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-05-23","income","Sales","96.21","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-05-24","income","Sales","94.41","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-05-25","income","Sales","106.91","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-05-26","income","Sales","100.81","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-05-27","income","Sales","103.92","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-05-28","income","Sales","103.43","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-05-29","income","Sales","97.49","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-05-30","income","Sales","89.19","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-05-31","income","Sales","81.22","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-06-01","income","Sales","81.14","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-06-02","income","Sales","93.80","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-06-03","income","Sales","80.78","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-06-04","income","Sales","90.34","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-06-05","income","Sales","85.15","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-06-06","income","Sales","118.26","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-06-07","income","Sales","94.95","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-06-08","income","Sales","97.70","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-06-09","income","Sales","108.25","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-06-10","income","Sales","92.37","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-06-11","income","Sales","109.61","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-06-12","income","Sales","107.00","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-06-13","income","Sales","111.40","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-06-14","income","Sales","96.98","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-06-15","income","Sales","110.03","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-06-16","income","Sales","91.90","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-06-17","income","Sales","80.52","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-06-18","income","Sales","107.87","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-06-19","income","Sales","83.62","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-06-20","income","Sales","103.22","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-06-21","income","Sales","98.89","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-06-22","income","Sales","85.51","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-06-23","income","Sales","80.42","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-06-24","income","Sales","113.10","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-06-25","income","Sales","95.40","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-06-26","income","Sales","101.69","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-06-27","income","Sales","102.30","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-06-28","income","Sales","112.35","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-06-29","income","Sales","92.00","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-06-30","income","Sales","114.88","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-07-01","income","Sales","81.83","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-07-02","income","Sales","118.15","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-07-03","income","Sales","101.74","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-07-04","income","Sales","110.31","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-07-05","income","Sales","83.82","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-07-06","income","Sales","100.50","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-07-07","income","Sales","105.43","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-07-08","income","Sales","112.75","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-07-09","income","Sales","86.25","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-07-10","income","Sales","106.05","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-07-11","income","Sales","88.39","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-07-12","income","Sales","104.96","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-07-13","income","Sales","119.20","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-07-14","income","Sales","94.65","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-07-15","income","Sales","91.95","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-07-16","income","Sales","119.47","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-07-17","income","Sales","92.12","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-07-18","income","Sales","103.47","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-07-19","income","Sales","93.26","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-07-20","income","Sales","117.34","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-07-21","income","Sales","102.07","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-07-22","income","Sales","114.89","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-07-23","income","Sales","98.62","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-07-24","income","Sales","80.58","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-07-25","income","Sales","119.74","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-07-26","income","Sales","91.77","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-07-27","income","Sales","93.47","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-07-28","income","Sales","98.37","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-07-29","income","Sales","90.39","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-07-30","income","Sales","112.15","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-07-31","income","Sales","103.59","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-08-01","income","Sales","119.32","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-08-02","income","Sales","101.16","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-08-03","income","Sales","92.78","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-08-04","income","Sales","94.80","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-08-05","income","Sales","113.35","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-08-06","income","Sales","92.92","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-08-07","income","Sales","84.99","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-08-08","income","Sales","113.36","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-08-09","income","Sales","107.82","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-08-10","income","Sales","101.94","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-08-11","income","Sales","104.58","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-08-12","income","Sales","86.87","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-08-13","income","Sales","93.69","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-08-14","income","Sales","114.88","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-08-15","income","Sales","114.55","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-08-16","income","Sales","81.33","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-08-17","income","Sales","95.71","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-08-18","income","Sales","94.15","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-08-19","income","Sales","107.74","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-08-20","income","Sales","105.24","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-08-21","income","Sales","118.57","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-08-22","income","Sales","90.32","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-08-23","income","Sales","89.98","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-08-24","income","Sales","114.96","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-08-25","income","Sales","118.83","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-08-26","income","Sales","99.25","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-08-27","income","Sales","113.29","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-08-28","income","Sales","89.78","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-08-29","income","Sales","109.76","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-08-30","income","Sales","84.84","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-08-31","income","Sales","108.71","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-09-01","income","Sales","91.95","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-09-02","income","Sales","118.32","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-09-03","income","Sales","98.62","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-09-04","income","Sales","119.12","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-09-05","income","Sales","81.33","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-09-06","income","Sales","82.33","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-09-07","income","Sales","104.83","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-09-08","income","Sales","93.69","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-09-09","income","Sales","108.22","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-09-10","income","Sales","84.23","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-09-11","income","Sales","96.43","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-09-12","income","Sales","87.69","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-09-13","income","Sales","88.39","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-09-14","income","Sales","108.74","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-09-15","income","Sales","98.18","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-09-16","income","Sales","105.19","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-09-17","income","Sales","119.95","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-09-18","income","Sales","110.25","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-09-19","income","Sales","84.75","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-09-20","income","Sales","83.11","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-09-21","income","Sales","89.38","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-09-22","income","Sales","104.48","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-09-23","income","Sales","96.30","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-09-24","income","Sales","107.90","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-09-25","income","Sales","93.05","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-09-26","income","Sales","107.95","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-09-27","income","Sales","119.98","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-09-28","income","Sales","116.27","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-09-29","income","Sales","103.85","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-09-30","income","Sales","107.47","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-10-01","income","Sales","98.37","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-10-02","income","Sales","103.03","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-10-03","income","Sales","116.05","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-10-04","income","Sales","81.90","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-10-05","income","Sales","94.09","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-10-06","income","Sales","107.71","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-10-07","income","Sales","109.09","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-10-08","income","Sales","107.87","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-10-09","income","Sales","94.02","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-10-10","income","Sales","103.01","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-10-11","income","Sales","100.40","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-10-12","income","Sales","110.96","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-10-13","income","Sales","94.11","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-10-14","income","Sales","81.18","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-10-15","income","Sales","83.81","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-10-16","income","Sales","101.08","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-10-17","income","Sales","100.23","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-10-18","income","Sales","81.67","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-10-19","income","Sales","106.33","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-10-20","income","Sales","92.62","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-10-21","income","Sales","93.99","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-10-22","income","Sales","81.72","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-10-23","income","Sales","110.64","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-10-24","income","Sales","98.61","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
"2026-10-25","income","Sales","106.08","Grab Food daily settlement payout","Grab Food platform","Jack",""
"2026-10-26","income","Sales","118.92","Grab Food daily settlement payout","Grab Food platform","Sarah",""
"2026-10-27","income","Sales","97.70","Grab Food daily settlement payout","Grab Food platform","Ali",""
"2026-10-28","income","Sales","105.09","Grab Food daily settlement payout","Grab Food platform","Tan",""
"2026-10-29","income","Sales","91.82","Grab Food daily settlement payout","Grab Food platform","Lim",""
"2026-10-30","income","Sales","85.72","Grab Food daily settlement payout","Grab Food platform","Ahmad",""
