"Date","Type","Category","Amount","Description","Source","Person_in_Charge","Voucher_Code"
"2026-01-28","income","Sales","825.03","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-01-29","income","Sales","516.88","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-01-30","income","Sales","887.44","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-01-31","income","Sales","624.59","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-02-01","income","Sales","774.10","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-02-02","income","Sales","691.47","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-02-03","income","Sales","845.34","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-02-04","income","Sales","824.71","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-02-05","income","Sales","766.86","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-02-06","income","Sales","650.92","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-02-07","income","Sales","847.15","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-02-08","income","Sales","565.89","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-02-09","income","Sales","771.82","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-02-10","income","Sales","755.55","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-02-11","income","Sales","528.20","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-02-12","income","Sales","877.19","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-02-13","income","Sales","737.02","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-02-14","income","Sales","521.01","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-02-15","income","Sales","807.22","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-02-16","income","Sales","793.37","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-02-17","income","Sales","851.58","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-02-18","income","Sales","781.02","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-02-19","income","Sales","859.77","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-02-20","income","Sales","570.91","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-02-21","income","Sales","676.65","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-02-22","income","Sales","599.69","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-02-23","income","Sales","538.06","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-02-24","income","Sales","710.41","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-02-25","income","Sales","643.26","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-02-26","income","Sales","831.57","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-02-27","income","Sales","644.82","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-02-28","income","Sales","833.20","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-03-01","income","Sales","670.00","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-03-02","income","Sales","868.42","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-03-03","income","Sales","818.16","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-03-04","income","Sales","541.17","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-03-05","income","Sales","716.04","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-03-06","income","Sales","538.39","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-03-07","income","Sales","579.14","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-03-08","income","Sales","857.91","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-03-09","income","Sales","512.01","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-03-10","income","Sales","874.24","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-03-11","income","Sales","895.81","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-03-12","income","Sales","834.28","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-03-13","income","Sales","894.53","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-03-14","income","Sales","765.45","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-03-15","income","Sales","536.24","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-03-16","income","Sales","518.06","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-03-17","income","Sales","700.94","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-03-18","income","Sales","890.66","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-03-19","income","Sales","763.85","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-03-20","income","Sales","582.34","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-03-21","income","Sales","541.55","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-03-22","income","Sales","510.42","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-03-23","income","Sales","578.19","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-03-24","income","Sales","847.01","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-03-25","income","Sales","597.48","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-03-26","income","Sales","652.98","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-03-27","income","Sales","692.15","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-03-28","income","Sales","893.94","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-03-29","income","Sales","535.23","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-03-30","income","Sales","840.64","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-03-31","income","Sales","728.95","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-04-01","income","Sales","816.00","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-04-02","income","Sales","855.79","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-04-03","income","Sales","784.37","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-04-04","income","Sales","670.40","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-04-05","income","Sales","792.42","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-04-06","income","Sales","608.93","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-04-07","income","Sales","783.97","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-04-08","income","Sales","784.16","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-04-09","income","Sales","565.97","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-04-10","income","Sales","691.58","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-04-11","income","Sales","628.73","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-04-12","income","Sales","736.64","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-04-13","income","Sales","719.67","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-04-14","income","Sales","573.29","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-04-15","income","Sales","598.32","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-04-16","income","Sales","763.65","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-04-17","income","Sales","523.76","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-04-18","income","Sales","546.07","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-04-19","income","Sales","585.12","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-04-20","income","Sales","667.37","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-04-21","income","Sales","507.94","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-04-22","income","Sales","711.50","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-04-23","income","Sales","744.96","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-04-24","income","Sales","598.62","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-04-25","income","Sales","895.51","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-04-26","income","Sales","742.44","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-04-27","income","Sales","627.37","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-04-28","income","Sales","862.70","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-04-29","income","Sales","723.90","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-04-30","income","Sales","798.24","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-05-01","income","Sales","774.78","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-05-02","income","Sales","597.90","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-05-03","income","Sales","717.25","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-05-04","income","Sales","880.94","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-05-05","income","Sales","766.90","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-05-06","income","Sales","750.02","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-05-07","income","Sales","658.58","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-05-08","income","Sales","627.63","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-05-09","income","Sales","748.28","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-05-10","income","Sales","726.87","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-05-11","income","Sales","544.93","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-05-12","income","Sales","805.29","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-05-13","income","Sales","523.98","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-05-14","income","Sales","522.24","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-05-15","income","Sales","872.22","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-05-15","income","Sales","30.00","Food Panda customer redemption RCP-FND01","Food Panda platform","Jack","PANDA_VOUCH_99"
"2026-05-15","income","Sales","30.00","Food Panda customer redemption RCP-FND02","Food Panda platform","Jack","PANDA_VOUCH_99"
"2026-05-16","income","Sales","617.66","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-05-17","income","Sales","794.97","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-05-18","income","Sales","570.50","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-05-19","income","Sales","512.74","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-05-20","income","Sales","705.57","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-05-21","income","Sales","634.53","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-05-22","income","Sales","849.47","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-05-23","income","Sales","728.14","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-05-24","income","Sales","619.44","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-05-25","income","Sales","733.25","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-05-26","income","Sales","867.27","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-05-27","income","Sales","673.59","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-05-28","income","Sales","857.44","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-05-29","income","Sales","850.22","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-05-30","income","Sales","513.35","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-05-31","income","Sales","532.82","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-06-01","income","Sales","895.93","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-06-02","income","Sales","529.62","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-06-03","income","Sales","577.74","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-06-04","income","Sales","662.84","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-06-05","income","Sales","522.87","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-06-06","income","Sales","823.99","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-06-07","income","Sales","839.98","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-06-08","income","Sales","645.03","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-06-09","income","Sales","834.20","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-06-10","income","Sales","509.01","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-06-11","income","Sales","707.69","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-06-12","income","Sales","544.33","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-06-13","income","Sales","760.78","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-06-14","income","Sales","533.36","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-06-15","income","Sales","512.43","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-06-16","income","Sales","887.41","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-06-17","income","Sales","526.05","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-06-18","income","Sales","750.01","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-06-19","income","Sales","895.73","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-06-20","income","Sales","587.75","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-06-21","income","Sales","617.32","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-06-22","income","Sales","840.96","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-06-23","income","Sales","789.96","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-06-24","income","Sales","819.68","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-06-25","income","Sales","615.75","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-06-26","income","Sales","503.46","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-06-27","income","Sales","746.14","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-06-28","income","Sales","545.52","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-06-29","income","Sales","699.67","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-06-30","income","Sales","843.52","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-07-01","income","Sales","557.34","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-07-02","income","Sales","816.20","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-07-03","income","Sales","635.08","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-07-04","income","Sales","569.25","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-07-05","income","Sales","675.70","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-07-06","income","Sales","871.77","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-07-07","income","Sales","587.18","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-07-08","income","Sales","894.36","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-07-09","income","Sales","753.91","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-07-10","income","Sales","705.23","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-07-11","income","Sales","555.18","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-07-12","income","Sales","598.23","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-07-13","income","Sales","715.84","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-07-14","income","Sales","773.56","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-07-15","income","Sales","710.04","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-07-16","income","Sales","860.46","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-07-17","income","Sales","520.14","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-07-18","income","Sales","768.83","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-07-19","income","Sales","551.52","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-07-20","income","Sales","757.11","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-07-21","income","Sales","632.33","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-07-22","income","Sales","884.87","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-07-23","income","Sales","834.64","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-07-24","income","Sales","864.62","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-07-25","income","Sales","875.84","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-07-26","income","Sales","626.75","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-07-27","income","Sales","758.17","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-07-28","income","Sales","646.34","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-07-29","income","Sales","632.30","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-07-30","income","Sales","875.73","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-07-31","income","Sales","809.03","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-08-01","income","Sales","899.20","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-08-02","income","Sales","792.32","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-08-03","income","Sales","895.80","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-08-04","income","Sales","688.93","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-08-05","income","Sales","598.27","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-08-06","income","Sales","721.36","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-08-07","income","Sales","505.61","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-08-08","income","Sales","877.50","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-08-09","income","Sales","802.64","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-08-10","income","Sales","795.20","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-08-11","income","Sales","698.58","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-08-12","income","Sales","864.87","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-08-13","income","Sales","883.18","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-08-14","income","Sales","604.72","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-08-15","income","Sales","805.14","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-08-16","income","Sales","800.79","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-08-17","income","Sales","768.65","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-08-18","income","Sales","817.45","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-08-19","income","Sales","539.74","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-08-20","income","Sales","774.23","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-08-21","income","Sales","695.78","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-08-22","income","Sales","746.23","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-08-23","income","Sales","829.78","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-08-24","income","Sales","776.62","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-08-25","income","Sales","679.65","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-08-26","income","Sales","867.06","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-08-27","income","Sales","611.25","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-08-28","income","Sales","871.97","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-08-29","income","Sales","789.97","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-08-30","income","Sales","835.85","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-08-31","income","Sales","788.10","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-09-01","income","Sales","894.39","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-09-02","income","Sales","839.72","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-09-03","income","Sales","692.61","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-09-04","income","Sales","672.56","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-09-05","income","Sales","507.74","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-09-06","income","Sales","890.82","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-09-07","income","Sales","594.03","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-09-08","income","Sales","747.85","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-09-09","income","Sales","670.85","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-09-10","income","Sales","719.95","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-09-11","income","Sales","730.75","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-09-12","income","Sales","555.57","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-09-13","income","Sales","741.92","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-09-14","income","Sales","647.87","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-09-15","income","Sales","761.13","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-09-16","income","Sales","693.08","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-09-17","income","Sales","553.90","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-09-18","income","Sales","555.43","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-09-19","income","Sales","883.67","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-09-20","income","Sales","611.39","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-09-21","income","Sales","824.97","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-09-22","income","Sales","506.66","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-09-23","income","Sales","662.33","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-09-24","income","Sales","730.68","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-09-25","income","Sales","569.94","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-09-26","income","Sales","693.95","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-09-27","income","Sales","787.80","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-09-28","income","Sales","827.01","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-09-29","income","Sales","678.07","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-09-30","income","Sales","630.30","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-10-01","income","Sales","763.09","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-10-02","income","Sales","674.83","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-10-03","income","Sales","638.66","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-10-04","income","Sales","760.48","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-10-05","income","Sales","866.49","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-10-06","income","Sales","554.91","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-10-07","income","Sales","890.17","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-10-08","income","Sales","706.14","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-10-09","income","Sales","577.12","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-10-10","income","Sales","519.80","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-10-11","income","Sales","892.71","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-10-12","income","Sales","508.78","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-10-13","income","Sales","638.26","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-10-14","income","Sales","730.98","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-10-15","income","Sales","556.14","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-10-16","income","Sales","603.78","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-10-17","income","Sales","799.84","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-10-18","income","Sales","758.73","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-10-19","income","Sales","679.71","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-10-20","income","Sales","599.50","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-10-21","income","Sales","546.78","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-10-22","income","Sales","586.87","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-10-23","income","Sales","664.44","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-10-24","income","Sales","834.99","Food Panda daily settlement payout","Food Panda platform","Tan",""
"2026-10-25","income","Sales","653.15","Food Panda daily settlement payout","Food Panda platform","Lim",""
"2026-10-26","income","Sales","702.96","Food Panda daily settlement payout","Food Panda platform","Ahmad",""
"2026-10-27","income","Sales","837.30","Food Panda daily settlement payout","Food Panda platform","Jack",""
"2026-10-28","income","Sales","741.59","Food Panda daily settlement payout","Food Panda platform","Sarah",""
"2026-10-29","income","Sales","880.40","Food Panda daily settlement payout","Food Panda platform","Ali",""
"2026-10-30","income","Sales","622.04","Food Panda daily settlement payout","Food Panda platform","Tan",""
